StudentID,Preferences,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Visual,Reading,Auditorial,Kinesthetic,Preferred_Style
696,R,0.25,1.0,1.0,1.0,0.75,0.5,1.0,0.75,0.5,0.25,0.5,0.25,0.25,0.75,0.25,0.75,0.5,1.0,0.25,0.25,0.0,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.4444444444444444,1.0,0.45,0.4772727272727273,K
478,A,0.25,0.25,0.5,0.25,0.25,1.0,0.5,0.5,0.5,0.5,0.25,0.25,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.25,0.5,1.0,1.0,1.0,1.0,0.75,0.25,0.5,0.3611111111111111,0.25,1.0,0.4318181818181818,A
67,V,0.75,1.0,0.5,0.5,0.25,0.5,0.5,1.0,0.25,0.25,0.75,0.5,0.5,0.75,1.0,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.25,0.25,0.75,1.0,1.0,0.8055555555555556,0.5,0.5,0.5681818181818182,V
157,V,0.0,0.25,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.0,0.25,0.5,0.5,0.75,0.75,0.75,0.75,0.25,0.75,1.0,1.0,0.75,0.5,0.25,0.75,0.0,0.75,0.25,0.7222222222222222,0.4166666666666667,0.55,0.3409090909090909,V
500,A,0.0,0.5,0.5,0.25,0.5,0.75,0.25,0.25,0.25,0.0,0.0,0.25,1.0,0.5,0.75,0.5,1.0,0.75,0.5,0.25,0.5,0.0,1.0,0.25,1.0,0.0,1.0,0.0,0.5833333333333334,0.5,0.6,0.25,V
642,K,0.0,0.0,0.75,0.5,0.75,0.25,0.75,0.5,1.0,0.75,1.0,0.75,1.0,0.5,0.5,0.5,0.75,0.0,0.25,0.25,0.75,0.25,0.5,0.25,0.75,1.0,0.0,1.0,0.3888888888888889,0.4166666666666667,0.4,0.7727272727272727,K
45,"A, V",0.5,1.0,0.25,0.25,0.5,1.0,0.25,0.75,0.25,0.5,0.5,0.5,0.0,0.75,0.75,0.5,0.75,0.5,1.0,0.5,0.75,1.0,0.75,0.75,0.5,0.5,0.75,0.0,0.75,0.3333333333333333,0.8,0.38636363636363635,V
106,K,1.0,0.25,0.75,0.25,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.25,0.5,0.5,0.5,0.0,0.5,0.25,0.5,0.75,0.0,0.5,0.75,0.5,1.0,0.3611111111111111,0.5,0.45,0.75,K
720,"R, A",0.75,0.5,1.0,0.5,0.25,1.0,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.0,0.5,0.5,0.75,0.25,0.25,0.0,0.75,1.0,0.0,0.75,0.25,0.25,0.5,0.3055555555555556,0.75,0.7,0.45454545454545453,K
133,"K, R, V",1.0,0.5,0.75,0.5,1.0,0.25,1.0,1.0,1.0,1.0,0.75,0.5,1.0,0.5,0.75,0.5,1.0,0.75,0.75,0.75,0.75,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.7222222222222222,0.6666666666666666,0.55,0.8863636363636364,K
80,"R, V",0.5,0.75,1.0,1.0,0.5,0.5,0.75,0.75,0.5,0.5,1.0,0.5,0.25,1.0,0.75,0.75,0.0,0.5,0.75,1.0,1.0,0.25,0.5,1.0,0.5,0.0,0.75,0.75,0.7222222222222222,0.8333333333333334,0.55,0.5681818181818182,V
238,"R, K, A",0.75,0.0,0.5,0.75,1.0,1.0,0.0,0.5,1.0,0.75,1.0,1.0,0.75,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.75,1.0,0.75,0.5,0.25,0.25,0.3055555555555556,0.75,0.9,0.7272727272727273,K
686,R,0.5,1.0,1.0,1.0,0.5,0.5,0.25,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.75,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.25,0.5,0.25,0.75,0.4444444444444444,0.8333333333333334,0.45,0.45454545454545453,K
326,"R, K, V",0.75,1.0,1.0,1.0,0.75,0.5,0.75,0.75,0.75,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.5,1.0,0.5,1.0,0.75,0.5,0.5,0.0,0.25,0.75,0.75,0.75,0.75,1.0,0.35,0.8181818181818182,K
27,"A, K",0.75,0.5,0.0,0.5,0.75,0.75,0.25,0.0,1.0,0.0,0.5,1.0,0.75,1.0,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.0,0.75,0.25,0.75,0.75,0.5,0.75,0.3611111111111111,0.25,0.5,0.6818181818181818,K
66,V,0.5,0.75,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.0,0.5,0.75,0.25,0.75,1.0,0.5,0.75,0.5,0.5,1.0,1.0,0.25,0.5,0.5,0.5,0.5,1.0,0.25,0.8055555555555556,0.5,0.45,0.4318181818181818,V
632,A,0.25,0.25,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.25,0.5,0.5,0.0,0.5,0.25,1.0,1.0,0.0,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.5,0.6388888888888888,0.3333333333333333,0.8,0.38636363636363635,V
572,"K, A",1.0,0.25,0.5,0.0,1.0,0.5,1.0,0.25,1.0,0.75,0.75,1.0,0.5,0.5,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.75,0.0,1.0,1.0,1.0,0.5,0.5,0.2777777777777778,0.25,0.65,0.8181818181818182,K
18,A,0.5,0.75,0.5,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.75,0.25,1.0,0.75,0.75,1.0,0.0,0.5,0.5,0.4722222222222222,0.5,0.8,0.4318181818181818,K
231,R,0.75,0.75,0.5,0.25,0.25,0.5,0.75,0.5,0.5,0.5,0.0,0.75,0.5,0.5,0.0,0.5,0.25,0.75,0.5,0.75,0.75,0.5,0.0,0.75,0.5,0.0,0.5,0.5,0.5,0.5,0.45,0.45454545454545453,K
75,V,0.5,1.0,0.5,0.75,0.75,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.75,0.25,0.75,1.0,1.0,0.8333333333333334,0.4166666666666667,0.65,0.4090909090909091,V
198,"R, A",0.75,0.75,0.25,0.75,0.5,1.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.25,1.0,0.75,1.0,0.75,0.75,0.25,0.5,0.3611111111111111,0.6666666666666666,0.9,0.3409090909090909,A
798,"A, V, K",0.75,0.75,0.0,0.0,1.0,0.75,0.5,0.75,0.75,1.0,0.75,1.0,1.0,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.75,1.0,0.5,0.75,1.0,1.0,0.75,0.75,0.16666666666666666,0.75,0.8409090909090909,K
250,A,0.0,0.5,0.25,0.25,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.5,0.25,0.25,1.0,0.5,1.0,0.75,0.25,0.0,0.5,0.5,0.4444444444444444,0.3333333333333333,0.7,0.36363636363636365,K
202,"R, A, K",0.75,0.75,0.5,0.75,0.75,1.0,0.75,0.5,1.0,1.0,0.25,0.5,0.0,0.5,0.75,0.5,0.5,0.5,0.75,0.0,0.75,1.0,1.0,1.0,1.0,0.75,0.5,0.75,0.5555555555555556,0.5833333333333334,1.0,0.6363636363636364,K
288,"R, K",1.0,1.0,0.75,0.5,1.0,0.0,1.0,0.0,0.5,0.75,1.0,0.75,0.75,0.75,0.25,0.75,0.0,0.5,0.25,0.5,0.25,0.75,0.5,0.75,0.75,0.75,0.75,1.0,0.4166666666666667,0.5833333333333334,0.55,0.8409090909090909,K
771,"V, A",0.25,0.75,0.75,0.25,0.5,1.0,0.5,0.75,1.0,0.0,0.5,0.0,0.5,0.25,0.5,0.75,0.75,0.75,1.0,0.75,0.75,1.0,1.0,1.0,0.5,0.5,0.75,0.25,0.75,0.5833333333333334,0.9,0.38636363636363635,V
712,V,0.0,0.25,0.75,0.0,0.5,0.5,0.0,0.25,0.25,0.5,0.0,0.5,0.25,0.75,1.0,1.0,0.5,0.25,0.0,0.75,0.5,0.25,0.0,0.5,0.5,0.25,1.0,0.5,0.5833333333333334,0.3333333333333333,0.35,0.3181818181818182,V
780,"V, R, K",1.0,0.75,0.25,1.0,0.75,1.0,0.75,0.5,1.0,0.5,0.0,1.0,1.0,0.75,1.0,1.0,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.75,1.0,0.75,1.0,0.7222222222222222,0.6666666666666666,0.65,0.7954545454545454,K
652,"V, K",0.5,0.5,0.75,0.0,0.0,0.25,0.75,0.75,0.75,1.0,1.0,1.0,0.75,0.75,1.0,0.5,0.75,0.25,1.0,0.75,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.6944444444444444,0.3333333333333333,0.45,0.7272727272727273,K
313,V,0.25,0.5,0.5,0.5,0.5,0.5,1.0,0.75,0.25,0.5,0.5,0.75,0.0,0.75,1.0,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.25,0.5,0.5,0.25,0.75,0.75,0.75,0.5,0.5,0.5,V
